Season,WTeamID,WScore,LTeamID,LScore,WTS%,WFG%,WFG3%,WFT%,LTS%,LFG%,LFG3%,LFT%
2007,1305,77,1166,71,0.430,0.452,0.35,0.824,0.373,0.423,0.158,0.667
2007,1332,58,1275,56,0.430,0.432,0.313,0.882,0.409,0.477,0.35,0.7
2007,1345,72,1112,63,0.388,0.381,0.294,0.655,0.426,0.412,0.267,0.944
2007,1356,61,1221,51,0.461,0.439,0.167,0.767,0.383,0.333,0.091,0.71
2007,1397,121,1253,86,0.534,0.589,0.519,0.7,0.467,0.492,0.571,0.714
2007,1400,79,1308,67,0.504,0.49,0.25,0.962,0.363,0.403,0.28,0.833
2007,1424,67,1210,63,0.329,0.317,0.267,0.778,0.396,0.41,0.273,0.588
2007,1425,77,1116,60,0.520,0.5,0.308,0.92,0.350,0.368,0.15,0.75
2007,1438,84,1107,57,0.519,0.536,0.529,0.833,0.327,0.379,0.308,0.714
2007,1439,54,1228,52,0.395,0.357,0.429,0.643,0.379,0.422,0.353,0.533
2007,1457,74,1323,64,0.405,0.452,0.381,0.526,0.338,0.418,0.182,0.308
2007,1458,76,1394,63,0.431,0.4,0.35,0.833,0.457,0.435,0.5,0.68
2007,1139,62,1268,59,0.384,0.442,0.462,0.667,0.443,0.469,0.545,0.467
2007,1207,62,1130,55,0.406,0.423,0.25,0.737,0.340,0.382,0.286,0.636
2007,1314,81,1277,67,0.488,0.481,0.375,0.735,0.387,0.373,0.4,0.882
2007,1326,78,1462,71,0.420,0.413,0.429,0.85,0.390,0.426,0.348,0.688
2007,1338,84,1433,79,0.519,0.544,0.5,0.593,0.389,0.408,0.304,0.824
2007,1401,72,1257,69,0.544,0.463,0.625,0.744,0.450,0.444,0.278,0.774
2007,1417,54,1231,49,0.406,0.362,0.222,0.75,0.317,0.327,0.313,0.476
2007,1435,78,1450,74,0.398,0.429,0.37,0.778,0.428,0.45,0.368,0.765
2007,1196,74,1345,67,0.502,0.5,0.278,0.871,0.410,0.475,0.294,0.462
2007,1242,88,1246,76,0.556,0.566,0.625,0.783,0.404,0.414,0.385,0.783
2007,1272,78,1305,62,0.429,0.39,0.353,0.765,0.363,0.368,0.238,0.882
2007,1332,75,1457,61,0.445,0.482,0.478,0.833,0.319,0.393,0.258,0.625
2007,1356,63,1439,48,0.425,0.442,0.571,0.565,0.363,0.413,0.154,0.5
2007,1397,77,1438,74,0.409,0.407,0.423,0.688,0.412,0.375,0.269,0.861
2007,1424,74,1458,68,0.458,0.462,0.5,0.8,0.405,0.412,0.238,0.778
2007,1425,87,1400,68,0.474,0.458,0.375,0.711,0.343,0.375,0.25,0.813
2007,1242,61,1356,58,0.541,0.595,0.167,0.526,0.329,0.368,0.24,0.714
2007,1272,65,1401,64,0.405,0.426,0.294,0.667,0.436,0.475,0.3,0.5
2007,1326,85,1397,84,0.481,0.529,0.364,0.657,0.418,0.484,0.516,0.471
2007,1417,64,1338,55,0.482,0.429,0.385,0.885,0.356,0.364,0.438,0.571
2007,1196,65,1139,57,0.498,0.5,0.421,0.821,0.381,0.4,0.368,0.769
2007,1207,66,1435,65,0.407,0.446,0.421,0.571,0.374,0.412,0.333,0.7
2007,1314,74,1425,64,0.376,0.39,0.143,0.706,0.386,0.426,0.278,0.778
2007,1332,76,1424,72,0.471,0.479,0.565,0.773,0.321,0.378,0.273,0.583
2007,1326,92,1272,76,0.535,0.51,0.294,0.854,0.397,0.4,0.455,0.7
2007,1417,68,1242,55,0.486,0.533,0.471,0.667,0.399,0.411,0.5,0.455
2007,1196,85,1332,77,0.467,0.479,0.458,0.651,0.442,0.466,0.364,0.938
2007,1207,96,1314,84,0.546,0.576,0.571,0.667,0.396,0.352,0.25,0.853
2007,1196,76,1417,66,0.471,0.533,0.409,0.613,0.356,0.391,0.217,0.846
2007,1326,67,1207,60,0.422,0.439,0.286,0.684,0.397,0.49,0.333,0.375
2007,1196,84,1326,75,0.512,0.491,0.556,0.88,0.397,0.469,0.174,0.647
2008,1291,69,1164,60,0.387,0.345,0.25,0.813,0.376,0.439,0.235,0.462
2008,1181,71,1125,70,0.402,0.431,0.286,0.714,0.395,0.441,0.348,0.667
2008,1242,85,1340,61,0.459,0.541,0.48,0.467,0.354,0.382,0.36,0.714
2008,1243,80,1425,67,0.457,0.483,0.438,0.577,0.453,0.42,0.5,0.704
2008,1266,74,1246,66,0.476,0.442,0.385,0.793,0.437,0.479,0.4,0.706
2008,1277,72,1396,61,0.468,0.481,0.267,0.889,0.349,0.375,0.261,0.684
2008,1323,68,1206,50,0.410,0.456,0.429,0.636,0.312,0.333,0.176,0.643
2008,1338,82,1331,63,0.424,0.464,0.364,0.769,0.344,0.349,0.409,0.667
2008,1345,90,1124,79,0.474,0.493,0.45,0.833,0.373,0.406,0.286,0.75
2008,1390,77,1165,53,0.491,0.554,0.444,0.7,0.292,0.305,0.308,0.692
2008,1401,67,1140,62,0.482,0.543,0.5,0.529,0.377,0.444,0.318,0.5
2008,1417,70,1290,29,0.428,0.474,0.4,0.727,0.175,0.197,0.071,0.333
2008,1424,71,1245,58,0.450,0.509,0.333,0.778,0.351,0.356,0.294,0.733
2008,1450,71,1457,40,0.524,0.592,0.308,0.692,0.268,0.308,0.316,0.25
2008,1452,75,1112,65,0.481,0.509,0.579,0.889,0.463,0.457,0.4,0.81
2008,1458,71,1168,56,0.413,0.424,0.188,0.72,0.331,0.362,0.333,0.538
2008,1462,73,1208,61,0.459,0.426,0.333,0.818,0.406,0.473,0.333,0.6
2008,1116,86,1231,72,0.541,0.542,0.471,0.788,0.386,0.438,0.417,0.5
2008,1139,81,1375,61,0.467,0.509,0.536,0.923,0.382,0.438,0.3,0.481
2008,1172,82,1211,76,0.465,0.491,0.5,0.714,0.431,0.509,0.444,0.571
2008,1207,66,1420,47,0.412,0.51,0.348,0.429,0.288,0.32,0.308,0.538
2008,1257,79,1129,61,0.471,0.558,0.5,0.5,0.400,0.481,0.235,0.417
2008,1272,87,1426,63,0.487,0.519,0.45,0.629,0.408,0.436,0.308,0.524
2008,1274,78,1388,64,0.458,0.444,0.385,0.81,0.347,0.373,0.348,0.522
2008,1280,76,1332,69,0.453,0.471,0.235,0.667,0.313,0.344,0.237,0.842
2008,1314,113,1291,74,0.577,0.606,0.438,0.8,0.397,0.431,0.318,0.786
2008,1328,72,1386,64,0.534,0.571,0.429,0.692,0.463,0.49,0.429,0.714
2008,1360,70,1163,69,0.437,0.477,0.333,0.571,0.474,0.431,0.5,0.8
2008,1373,83,1435,62,0.539,0.565,0.45,0.88,0.359,0.41,0.2,0.667
2008,1397,72,1110,57,0.464,0.489,0.316,0.71,0.323,0.362,0.36,0.5
2008,1400,74,1122,54,0.436,0.491,0.455,0.556,0.296,0.288,0.261,0.667
2008,1437,75,1155,69,0.538,0.5,0.538,0.828,0.335,0.383,0.273,0.609
2008,1443,101,1179,99,0.484,0.544,0.5,0.684,0.388,0.377,0.381,0.816
2008,1242,75,1424,56,0.526,0.58,0.385,0.632,0.342,0.267,0.227,0.794
2008,1277,65,1338,54,0.493,0.481,0.6,1,0.349,0.327,0.118,0.947
2008,1390,82,1266,81,0.475,0.467,0.5,0.679,0.374,0.425,0.333,0.75
2008,1417,51,1401,49,0.382,0.432,0.333,0.636,0.382,0.431,0.2,0.429
2008,1450,61,1323,41,0.395,0.444,0.235,0.643,0.271,0.245,0.176,0.923
2008,1452,73,1181,67,0.441,0.403,0.364,0.864,0.389,0.38,0.227,0.75
2008,1458,72,1243,55,0.458,0.522,0.409,0.625,0.377,0.396,0,0.813
2008,1462,85,1345,78,0.555,0.54,0.417,0.788,0.397,0.388,0.381,0.783
2008,1172,74,1207,70,0.377,0.386,0.214,0.8,0.526,0.634,0.556,0.471
2008,1257,78,1328,48,0.503,0.593,0.529,0.333,0.327,0.319,0.278,0.684
2008,1272,77,1280,74,0.414,0.444,0.375,0.469,0.421,0.433,0.421,0.7
2008,1314,108,1116,77,0.610,0.677,0.5,0.706,0.442,0.475,0.278,0.696
2008,1397,76,1139,71,0.419,0.441,0.263,0.655,0.357,0.361,0.346,0.643
2008,1400,75,1274,72,0.407,0.439,0.5,0.571,0.415,0.4,0.409,0.864
2008,1437,84,1373,72,0.528,0.536,0.462,0.75,0.382,0.357,0.286,0.667
2008,1443,72,1360,63,0.466,0.481,0.375,0.762,0.424,0.447,0.267,0.607
2008,1257,79,1397,60,0.512,0.52,0.286,0.767,0.345,0.339,0.25,0.68
2008,1314,68,1450,47,0.418,0.431,0.333,0.684,0.295,0.316,0.125,0.6
2008,1417,88,1443,78,0.534,0.5,0.444,0.743,0.363,0.347,0.375,0.731
2008,1462,79,1452,75,0.453,0.475,0.579,0.571,0.422,0.424,0.091,0.667
2008,1172,73,1458,56,0.444,0.491,0.5,0.75,0.358,0.37,0.348,0.667
2008,1242,72,1437,57,0.495,0.533,0.421,0.8,0.340,0.356,0.176,0.667
2008,1272,92,1277,74,0.526,0.525,0.308,0.743,0.438,0.492,0.278,0.647
2008,1400,82,1390,62,0.432,0.492,0.318,0.611,0.345,0.338,0.353,0.667
2008,1314,83,1257,73,0.530,0.534,0.273,0.857,0.450,0.527,0.316,0.563
2008,1417,76,1462,57,0.507,0.538,0.467,0.722,0.339,0.362,0.211,0.688
2008,1242,59,1172,57,0.409,0.442,0.357,0.571,0.319,0.386,0.296,0.417
2008,1272,85,1400,67,0.539,0.5,0.273,0.833,0.332,0.362,0.321,0.889
2008,1242,84,1314,66,0.493,0.531,0.333,0.786,0.338,0.358,0.208,0.867
2008,1272,78,1417,63,0.453,0.422,0.333,0.87,0.381,0.375,0.308,0.846
2008,1242,75,1272,68,0.510,0.527,0.25,0.933,0.368,0.403,0.273,0.632
2009,1287,58,1106,43,0.384,0.36,0.267,0.75,0.276,0.31,0.133,0.455
2009,1163,103,1151,47,0.459,0.521,0.25,0.59,0.246,0.258,0.2,0.8
2009,1181,86,1127,62,0.489,0.491,0.45,0.84,0.455,0.529,0.467,0.2
2009,1211,77,1103,64,0.530,0.523,0.333,0.839,0.364,0.368,0.435,0.667
2009,1261,75,1139,71,0.479,0.491,0.429,0.714,0.411,0.423,0.348,0.731
2009,1268,84,1143,71,0.469,0.492,0.375,0.667,0.389,0.424,0.292,0.737
2009,1272,81,1169,70,0.421,0.492,0.393,0.571,0.433,0.444,0.389,0.75
2009,1276,62,1155,59,0.371,0.392,0.385,0.8,0.317,0.323,0.227,0.857
2009,1314,101,1347,58,0.465,0.452,0.357,0.833,0.281,0.275,0.294,0.643
2009,1328,82,1288,54,0.553,0.604,0.333,0.625,0.261,0.286,0.261,0.5
2009,1345,61,1320,56,0.398,0.404,0.2,0.727,0.346,0.37,0.318,0.818
2009,1400,76,1278,62,0.445,0.474,0.55,0.579,0.411,0.407,0.308,0.737
2009,1401,79,1140,66,0.511,0.577,0.353,0.684,0.398,0.39,0.438,0.722
2009,1417,65,1433,64,0.449,0.404,0.5,0.895,0.427,0.408,0.4,0.72
2009,1437,80,1110,67,0.495,0.48,0.333,0.897,0.352,0.435,0.323,0.6
2009,1443,76,1228,72,0.449,0.482,0.474,0.591,0.428,0.492,0.278,0.714
2009,1449,71,1280,58,0.442,0.435,0.222,0.714,0.344,0.345,0.278,0.684
2009,1112,84,1428,71,0.530,0.545,0.333,0.714,0.349,0.422,0.25,0.692
2009,1113,66,1396,57,0.519,0.513,0.571,0.75,0.378,0.373,0.353,0.765
2009,1156,84,1448,69,0.468,0.477,0.4,0.727,0.490,0.52,0.385,0.706
2009,1173,68,1452,60,0.459,0.463,0.4,0.609,0.375,0.367,0.25,0.76
2009,1242,84,1295,74,0.495,0.5,0.333,0.8,0.400,0.419,0.417,0.8
2009,1257,74,1287,54,0.469,0.58,0.417,0.545,0.390,0.385,0.364,0.714
2009,1266,58,1429,57,0.381,0.362,0.263,0.826,0.358,0.415,0.304,0.75
2009,1277,77,1352,62,0.458,0.459,0.308,0.739,0.370,0.41,0.294,0.538
2009,1281,78,1165,59,0.446,0.475,0.25,0.895,0.327,0.359,0.286,0.583
2009,1329,77,1397,75,0.483,0.566,0.333,0.769,0.382,0.429,0.333,0.762
2009,1338,72,1190,62,0.428,0.436,0.368,0.739,0.288,0.307,0.182,0.5
2009,1373,74,1326,72,0.342,0.333,0.25,0.714,0.378,0.4,0.28,0.739
2009,1393,59,1372,44,0.391,0.455,0.125,0.7,0.224,0.247,0.095,0.6
2009,1425,72,1130,55,0.527,0.529,0.444,0.737,0.327,0.327,0.261,0.929
2009,1458,61,1199,59,0.354,0.407,0.333,0.667,0.441,0.435,0.308,0.833
2009,1462,77,1340,59,0.476,0.537,0.421,0.611,0.398,0.478,0.381,0.438
2009,1163,92,1401,66,0.583,0.579,0.5,0.778,0.386,0.413,0.2,0.647
2009,1181,74,1400,69,0.469,0.434,0.5,0.778,0.473,0.5,0.25,0.64
2009,1211,83,1443,81,0.464,0.5,0.429,0.737,0.435,0.516,0.48,0.357
2009,1272,89,1268,70,0.545,0.585,0.526,0.773,0.415,0.435,0.357,0.579
2009,1314,84,1261,70,0.526,0.542,0.462,0.778,0.395,0.453,0.409,0.5
2009,1328,73,1276,63,0.446,0.49,0.316,0.63,0.359,0.393,0.37,0.818
2009,1345,76,1449,74,0.422,0.391,0.438,0.826,0.424,0.418,0.333,0.737
2009,1437,89,1417,69,0.428,0.463,0.32,0.704,0.410,0.426,0.375,0.667
2009,1112,71,1156,57,0.527,0.5,0.273,0.857,0.323,0.373,0.13,0.714
2009,1242,60,1173,43,0.381,0.434,0.188,0.5,0.227,0.222,0.211,0.875
2009,1257,79,1373,72,0.435,0.492,0.45,0.462,0.370,0.42,0.292,0.7
2009,1277,74,1425,69,0.477,0.431,0.462,0.774,0.440,0.404,0.1,0.846
2009,1281,83,1266,79,0.438,0.484,0.318,0.7,0.446,0.383,0.357,0.848
2009,1338,84,1329,76,0.436,0.491,0.393,0.654,0.435,0.481,0.429,1
2009,1393,78,1113,67,0.512,0.553,0.45,0.81,0.358,0.408,0.371,0.636
2009,1462,60,1458,49,0.420,0.391,0.429,0.692,0.293,0.286,0.15,0.824
2009,1163,72,1345,60,0.466,0.446,0.375,0.633,0.320,0.364,0.261,0.545
2009,1281,102,1272,91,0.521,0.532,0.375,0.667,0.464,0.507,0.2,0.563
2009,1338,60,1462,55,0.340,0.338,0.267,0.632,0.301,0.328,0.217,0.8
2009,1437,77,1181,54,0.418,0.422,0.222,0.826,0.277,0.267,0.185,0.708
2009,1257,103,1112,64,0.509,0.576,0.483,0.929,0.345,0.381,0.292,0.692
2009,1277,67,1242,62,0.411,0.39,0.333,0.941,0.438,0.453,0.25,0.846
2009,1314,98,1211,77,0.496,0.529,0.579,0.556,0.423,0.466,0.304,0.696
2009,1328,84,1393,71,0.478,0.542,0.429,0.611,0.394,0.45,0.292,0.714
2009,1163,82,1281,75,0.518,0.509,0.167,0.813,0.378,0.421,0.278,0.5
2009,1437,78,1338,76,0.453,0.446,0.3,0.957,0.459,0.481,0.278,0.724
2009,1277,64,1257,52,0.439,0.462,0.5,0.727,0.367,0.383,0.375,0.556
2009,1314,72,1328,60,0.500,0.51,0.357,0.938,0.375,0.444,0.105,0.625
2009,1277,82,1163,73,0.411,0.431,0.316,0.7,0.459,0.424,0.333,0.636
2009,1314,83,1437,69,0.414,0.403,0.5,0.595,0.305,0.329,0.185,0.75
2009,1314,89,1277,72,0.491,0.459,0.417,0.7,0.397,0.4,0.304,0.724
2010,1115,61,1457,44,0.422,0.386,0.375,0.75,0.262,0.291,0.095,0.556
2010,1124,68,1358,59,0.393,0.441,0.25,0.647,0.282,0.338,0.194,0.538
2010,1139,77,1431,59,0.413,0.46,0.419,0.643,0.374,0.421,0.222,0.778
2010,1140,99,1196,92,0.485,0.492,0.435,0.781,0.389,0.436,0.313,0.737
2010,1242,90,1250,74,0.477,0.551,0.429,0.5,0.410,0.403,0.368,0.81
2010,1243,82,1317,62,0.467,0.508,0.389,0.65,0.354,0.309,0.263,0.742
2010,1246,100,1190,71,0.463,0.517,0.455,0.676,0.365,0.359,0.235,0.568
2010,1293,66,1435,65,0.400,0.417,0.467,0.529,0.435,0.44,0.333,0.586
2010,1307,62,1285,57,0.373,0.415,0.25,0.565,0.355,0.407,0.286,0.583
2010,1320,69,1424,66,0.465,0.444,0.474,0.87,0.387,0.431,0.409,0.583
2010,1325,97,1207,83,0.542,0.582,0.565,0.769,0.454,0.508,0.364,0.684
2010,1330,51,1323,50,0.385,0.417,0.231,0.667,0.290,0.356,0.231,0.667
2010,1388,80,1350,71,0.474,0.491,0.421,0.714,0.445,0.472,0.476,0.846
2010,1397,62,1361,59,0.403,0.385,0.471,0.778,0.372,0.385,0.167,0.762
2010,1437,73,1352,70,0.403,0.353,0.273,0.775,0.405,0.4,0.25,0.808
2010,1448,81,1400,80,0.411,0.429,0.333,0.625,0.372,0.377,0.333,0.606
2010,1449,80,1266,78,0.526,0.545,0.643,0.688,0.509,0.529,0.632,0.8
2010,1143,77,1257,62,0.509,0.51,0.533,0.773,0.374,0.433,0.263,0.556
2010,1165,78,1396,65,0.491,0.563,0.391,0.789,0.445,0.519,0.294,0.667
2010,1181,73,1115,44,0.505,0.511,0.462,0.679,0.293,0.321,0.211,0.857
2010,1210,64,1329,59,0.492,0.432,0.2,0.96,0.411,0.5,0.273,0.692
2010,1211,67,1199,60,0.514,0.5,0.3,0.733,0.342,0.356,0.3,0.6
2010,1268,89,1222,77,0.464,0.471,0.235,0.84,0.409,0.417,0.35,0.625
2010,1277,70,1308,67,0.405,0.377,0.368,0.697,0.382,0.404,0.381,0.591
2010,1281,86,1155,78,0.490,0.517,0.294,0.724,0.419,0.444,0.5,0.714
2010,1326,68,1364,51,0.415,0.404,0.455,0.889,0.303,0.323,0.316,0.714
2010,1338,89,1324,66,0.531,0.536,0.333,0.694,0.358,0.333,0.19,0.75
2010,1345,72,1373,64,0.427,0.458,0.294,0.684,0.356,0.329,0.25,0.833
2010,1393,79,1436,56,0.483,0.545,0.455,0.818,0.303,0.348,0.227,0.5
2010,1401,69,1429,53,0.459,0.49,0.444,0.786,0.316,0.387,0.25,0
2010,1452,77,1288,50,0.444,0.414,0.267,0.806,0.282,0.295,0.158,0.55
2010,1458,53,1459,49,0.371,0.37,0.111,0.632,0.403,0.417,0.429,0.462
2010,1462,65,1278,54,0.341,0.343,0.35,0.632,0.287,0.306,0.269,0.643
2010,1124,76,1330,68,0.466,0.519,0.4,0.706,0.449,0.434,0.462,0.727
2010,1139,54,1293,52,0.345,0.36,0.35,0.579,0.411,0.432,0.643,0.417
2010,1243,84,1140,72,0.437,0.411,0.407,0.9,0.443,0.396,0.313,0.893
2010,1246,90,1448,60,0.492,0.603,0.333,0.412,0.332,0.328,0.133,0.615
2010,1320,69,1242,67,0.386,0.4,0.346,0.842,0.394,0.444,0.261,0.722
2010,1388,75,1437,68,0.478,0.5,0.368,0.769,0.366,0.362,0.368,1
2010,1397,83,1325,68,0.507,0.567,0.357,0.556,0.356,0.379,0.385,0.538
2010,1449,82,1307,64,0.447,0.485,0.471,0.5,0.354,0.394,0.294,0.412
2010,1165,87,1458,69,0.572,0.611,0.533,0.813,0.423,0.49,0.32,0.765
2010,1181,68,1143,53,0.417,0.474,0.176,0.647,0.395,0.396,0.25,0.75
2010,1277,85,1268,83,0.517,0.552,0.556,0.786,0.442,0.439,0.474,0.8
2010,1326,75,1210,66,0.457,0.49,0.381,0.739,0.382,0.414,0.2,0.737
2010,1345,63,1401,61,0.381,0.413,0.353,0.833,0.341,0.354,0.294,0.588
2010,1393,87,1211,65,0.494,0.547,0.48,0.739,0.362,0.417,0.143,0.6
2010,1452,68,1281,59,0.444,0.404,0.333,0.758,0.325,0.328,0.333,0.6
2010,1462,71,1338,68,0.466,0.48,0.5,0.652,0.366,0.391,0.333,0.611
2010,1139,63,1393,59,0.370,0.404,0.25,0.714,0.403,0.438,0.368,0.714
2010,1243,101,1462,96,0.460,0.474,0.421,0.655,0.426,0.431,0.429,0.759
2010,1246,62,1165,45,0.400,0.44,0.125,0.615,0.301,0.333,0.238,0.615
2010,1452,69,1449,56,0.394,0.4,0.267,0.765,0.383,0.393,0.273,0.643
2010,1124,72,1388,49,0.437,0.459,0.471,0.8,0.308,0.352,0.273,0.625
2010,1181,70,1345,57,0.434,0.4,0.4,0.833,0.364,0.37,0.267,0.619
2010,1277,59,1320,52,0.413,0.432,0.368,0.737,0.376,0.386,0.25,0.667
2010,1397,76,1326,73,0.444,0.469,0.267,0.8,0.408,0.431,0.391,0.737
2010,1139,63,1243,56,0.451,0.457,0.467,0.7,0.358,0.386,0.333,0.5
2010,1452,73,1246,66,0.406,0.385,0.435,0.676,0.295,0.343,0.125,0.552
2010,1181,78,1124,71,0.403,0.361,0.478,0.793,0.416,0.458,0.278,0.632
2010,1277,70,1397,69,0.442,0.462,0.333,0.762,0.478,0.511,0.438,0.667
2010,1139,52,1277,50,0.323,0.306,0.238,0.708,0.410,0.429,0.364,0.556
2010,1181,78,1452,57,0.465,0.527,0.52,0.778,0.429,0.413,0.417,0.737
2010,1181,61,1139,59,0.401,0.442,0.294,0.625,0.352,0.345,0.333,0.722
2011,1155,70,1412,52,0.500,0.52,0.308,0.875,0.346,0.375,0.5,0.571
2011,1421,81,1114,77,0.517,0.5,0.333,0.821,0.399,0.429,0.31,0.769
2011,1427,70,1106,61,0.421,0.426,0.25,0.667,0.327,0.355,0.269,0.833
2011,1433,59,1425,46,0.329,0.339,0.375,0.667,0.397,0.395,0.111,0.6
2011,1139,60,1330,58,0.354,0.407,0.269,0.818,0.403,0.356,0.333,0.778
2011,1140,74,1459,66,0.395,0.393,0.273,0.833,0.386,0.393,0.211,0.75
2011,1153,78,1281,63,0.522,0.537,0.364,0.727,0.359,0.381,0.316,0.692
2011,1163,81,1137,52,0.431,0.485,0.375,0.889,0.331,0.314,0.333,0.867
2011,1196,79,1364,51,0.473,0.547,0.348,0.765,0.345,0.362,0.263,0.667
2011,1211,86,1385,71,0.548,0.538,0.6,0.808,0.446,0.466,0.467,0.667
2011,1243,73,1429,68,0.438,0.407,0.294,0.857,0.440,0.46,0.333,0.762
2011,1246,59,1343,57,0.469,0.511,0.455,0.545,0.413,0.462,0.214,0.857
2011,1287,62,1257,61,0.369,0.368,0.474,0.611,0.381,0.458,0.4,0.438
2011,1338,74,1421,51,0.416,0.424,0.421,0.64,0.310,0.309,0.158,0.737
2011,1350,69,1435,66,0.405,0.464,0.5,0.417,0.477,0.5,0.462,0.609
2011,1361,68,1294,50,0.372,0.409,0.409,0.625,0.307,0.339,0.364,0.5
2011,1396,66,1336,64,0.448,0.49,0.278,0.867,0.423,0.481,0.421,0.667
2011,1417,78,1277,76,0.489,0.458,0.364,0.638,0.395,0.403,0.4,0.762
2011,1452,84,1155,76,0.514,0.491,0.385,0.806,0.420,0.431,0.238,0.808
2011,1458,72,1125,58,0.493,0.5,0.545,0.8,0.359,0.367,0.273,0.727
2011,1112,77,1272,75,0.466,0.46,0.263,0.839,0.477,0.491,0.4,0.708
2011,1181,87,1214,45,0.506,0.533,0.474,0.875,0.312,0.345,0.286,0.429
2011,1199,57,1401,50,0.427,0.465,0.267,0.65,0.296,0.314,0.36,0.474
2011,1206,61,1437,57,0.398,0.404,0.286,0.625,0.350,0.365,0.318,0.706
2011,1228,73,1424,62,0.552,0.596,0.538,0.714,0.359,0.389,0.292,0.684
2011,1242,72,1131,53,0.447,0.509,0.45,0.625,0.326,0.353,0.36,0.667
2011,1266,66,1462,55,0.505,0.533,0.417,0.684,0.390,0.412,0.154,0.733
2011,1276,75,1397,45,0.415,0.516,0.346,0,0.331,0.349,0.167,0.75
2011,1314,102,1254,87,0.498,0.507,0.176,0.738,0.343,0.365,0.258,0.68
2011,1323,69,1103,56,0.457,0.447,0.412,0.769,0.319,0.359,0.333,0.5
2011,1326,75,1427,46,0.472,0.558,0.5,0.625,0.315,0.34,0.235,0.857
2011,1345,65,1389,43,0.425,0.426,0.333,0.824,0.263,0.293,0.238,0.667
2011,1393,77,1232,60,0.523,0.523,0.438,0.774,0.365,0.4,0.333,0.643
2011,1400,85,1324,81,0.509,0.476,0.444,0.808,0.372,0.44,0.241,0.727
2011,1433,74,1207,56,0.429,0.409,0.48,0.667,0.334,0.385,0.192,0.846
2011,1449,68,1208,65,0.404,0.433,0.222,0.857,0.462,0.46,0.417,0.737
2011,1139,71,1338,70,0.417,0.462,0.444,0.786,0.539,0.565,0.545,0.667
2011,1140,89,1211,67,0.475,0.525,0.5,0.867,0.445,0.421,0.222,0.81
2011,1163,69,1153,58,0.471,0.432,0.375,0.833,0.386,0.4,0.286,0.714
2011,1196,73,1417,65,0.484,0.5,0.429,0.765,0.411,0.418,0.231,0.64
2011,1246,71,1452,63,0.452,0.48,0.333,0.708,0.399,0.415,0.368,0.75
2011,1350,65,1287,48,0.424,0.473,0.25,0.692,0.350,0.375,0.143,0.667
2011,1361,71,1396,64,0.444,0.431,0.545,1,0.377,0.379,0.429,0.727
